(12, 32) (0, 1) (0, 30) 
(5, 33) (0, 1) (1, 28) 
(5, 33) (0, 1) (1, 29) 
(5, 33) (0, 1) (1, 30) 
(5, 33) (0, 1) (0, 23) 
(5, 33) (0, 1) (0, 24) 
(5, 33) (0, 1) (0, 25) 
(5, 33) (0, 1) (0, 26) 
(5, 33) (0, 1) (0, 27) 
(5, 33) (0, 1) (0, 28) 
(5, 33) (0, 1) (0, 29) 
(5, 33) (0, 1) (0, 30) 
(4, 23) (0, 1) (0, 30) 
(4, 24) (0, 1) (1, 30) 
(4, 24) (0, 1) (0, 29) 
(4, 24) (0, 1) (0, 30) 
(4, 25) (0, 1) (6, 30) 
(4, 25) (0, 1) (4, 30) 
(4, 25) (0, 1) (3, 28) 
(4, 25) (0, 1) (3, 29) 
(4, 25) (0, 1) (3, 30) 
(4, 25) (0, 1) (2, 28) 
(4, 25) (0, 1) (2, 29) 
(4, 25) (0, 1) (2, 30) 
(4, 25) (0, 1) (1, 27) 
(4, 25) (0, 1) (1, 28) 
(4, 25) (0, 1) (1, 29) 
(4, 25) (0, 1) (1, 30) 
(4, 25) (0, 1) (0, 26) 
(4, 25) (0, 1) (0, 27) 
(4, 25) (0, 1) (0, 28) 
(4, 25) (0, 1) (0, 29) 
(4, 25) (0, 1) (0, 30) 
(4, 26) (0, 1) (6, 28) 
(4, 26) (0, 1) (6, 29) 
(4, 26) (0, 1) (6, 30) 
(4, 26) (0, 1) (4, 28) 
(4, 26) (0, 1) (4, 29) 
(4, 26) (0, 1) (4, 30) 
(4, 26) (0, 1) (3, 26) 
(4, 26) (0, 1) (3, 27) 
(4, 26) (0, 1) (3, 28) 
(4, 26) (0, 1) (3, 29) 
(4, 26) (0, 1) (3, 30) 
(4, 26) (0, 1) (2, 26) 
(4, 26) (0, 1) (2, 27) 
(4, 26) (0, 1) (2, 28) 
(4, 26) (0, 1) (2, 29) 
(4, 26) (0, 1) (2, 30) 
(4, 26) (0, 1) (1, 26) 
(4, 26) (0, 1) (1, 27) 
(4, 26) (0, 1) (1, 28) 
(4, 26) (0, 1) (1, 29) 
(4, 26) (0, 1) (1, 30) 
(4, 26) (0, 1) (0, 25) 
(4, 26) (0, 1) (0, 26) 
(4, 26) (0, 1) (0, 27) 
(4, 26) (0, 1) (0, 28) 
(4, 26) (0, 1) (0, 29) 
(4, 26) (0, 1) (0, 30) 
(4, 27) (0, 1) (7, 30) 
(4, 27) (0, 1) (6, 26) 
(4, 27) (0, 1) (6, 27) 
(4, 27) (0, 1) (6, 28) 
(4, 27) (0, 1) (6, 29) 
(4, 27) (0, 1) (6, 30) 
(4, 27) (0, 1) (4, 26) 
(4, 27) (0, 1) (4, 27) 
(4, 27) (0, 1) (4, 28) 
(4, 27) (0, 1) (4, 29) 
(4, 27) (0, 1) (4, 30) 
(4, 27) (0, 1) (3, 26) 
(4, 27) (0, 1) (3, 27) 
(4, 27) (0, 1) (3, 28) 
(4, 27) (0, 1) (3, 29) 
(4, 27) (0, 1) (3, 30) 
(4, 27) (0, 1) (2, 25) 
(4, 27) (0, 1) (2, 26) 
(4, 27) (0, 1) (2, 27) 
(4, 27) (0, 1) (2, 28) 
(4, 27) (0, 1) (2, 29) 
(4, 27) (0, 1) (2, 30) 
(4, 27) (0, 1) (1, 25) 
(4, 27) (0, 1) (1, 26) 
(4, 27) (0, 1) (1, 27) 
(4, 27) (0, 1) (1, 28) 
(4, 27) (0, 1) (1, 29) 
(4, 27) (0, 1) (1, 30) 
(4, 27) (0, 1) (0, 25) 
(4, 27) (0, 1) (0, 26) 
(4, 27) (0, 1) (0, 27) 
(4, 27) (0, 1) (0, 28) 
(4, 27) (0, 1) (0, 29) 
(4, 27) (0, 1) (0, 30) 
(4, 28) (0, 1) (7, 30) 
(4, 28) (0, 1) (6, 26) 
(4, 28) (0, 1) (6, 27) 
(4, 28) (0, 1) (6, 28) 
(4, 28) (0, 1) (6, 29) 
(4, 28) (0, 1) (6, 30) 
(4, 28) (0, 1) (5, 26) 
(4, 28) (0, 1) (5, 27) 
(4, 28) (0, 1) (5, 28) 
(4, 28) (0, 1) (5, 29) 
(4, 28) (0, 1) (5, 30) 
(4, 28) (0, 1) (4, 26) 
(4, 28) (0, 1) (4, 27) 
(4, 28) (0, 1) (4, 28) 
(4, 28) (0, 1) (4, 29) 
(4, 28) (0, 1) (4, 30) 
(4, 28) (0, 1) (3, 25) 
(4, 28) (0, 1) (3, 26) 
(4, 28) (0, 1) (3, 27) 
(4, 28) (0, 1) (3, 28) 
(4, 28) (0, 1) (3, 29) 
(4, 28) (0, 1) (3, 30) 
(4, 28) (0, 1) (2, 25) 
(4, 28) (0, 1) (2, 26) 
(4, 28) (0, 1) (2, 27) 
(4, 28) (0, 1) (2, 28) 
(4, 28) (0, 1) (2, 29) 
(4, 28) (0, 1) (2, 30) 
(4, 28) (0, 1) (1, 25) 
(4, 28) (0, 1) (1, 26) 
(4, 28) (0, 1) (1, 27) 
(4, 28) (0, 1) (1, 28) 
(4, 28) (0, 1) (1, 29) 
(4, 28) (0, 1) (1, 30) 
(4, 28) (0, 1) (0, 24) 
(4, 28) (0, 1) (0, 25) 
(4, 28) (0, 1) (0, 26) 
(4, 28) (0, 1) (0, 27) 
(4, 28) (0, 1) (0, 28) 
(4, 28) (0, 1) (0, 29) 
(4, 28) (0, 1) (0, 30) 
(4, 29) (0, 1) (8, 30) 
(4, 29) (0, 1) (7, 28) 
(4, 29) (0, 1) (7, 29) 
(4, 29) (0, 1) (7, 30) 
(4, 29) (0, 1) (6, 26) 
(4, 29) (0, 1) (6, 27) 
(4, 29) (0, 1) (6, 28) 
(4, 29) (0, 1) (6, 29) 
(4, 29) (0, 1) (6, 30) 
(4, 29) (0, 1) (5, 25) 
(4, 29) (0, 1) (5, 26) 
(4, 29) (0, 1) (5, 27) 
(4, 29) (0, 1) (5, 28) 
(4, 29) (0, 1) (5, 29) 
(4, 29) (0, 1) (5, 30) 
(4, 29) (0, 1) (4, 25) 
(4, 29) (0, 1) (4, 26) 
(4, 29) (0, 1) (4, 27) 
(4, 29) (0, 1) (4, 28) 
(4, 29) (0, 1) (4, 29) 
(4, 29) (0, 1) (4, 30) 
(4, 29) (0, 1) (3, 25) 
(4, 29) (0, 1) (3, 26) 
(4, 29) (0, 1) (3, 27) 
(4, 29) (0, 1) (3, 28) 
(4, 29) (0, 1) (3, 29) 
(4, 29) (0, 1) (3, 30) 
(4, 29) (0, 1) (2, 24) 
(4, 29) (0, 1) (2, 25) 
(4, 29) (0, 1) (2, 26) 
(4, 29) (0, 1) (2, 27) 
(4, 29) (0, 1) (2, 28) 
(4, 29) (0, 1) (2, 29) 
(4, 29) (0, 1) (2, 30) 
(4, 29) (0, 1) (1, 24) 
(4, 29) (0, 1) (1, 25) 
(4, 29) (0, 1) (1, 26) 
(4, 29) (0, 1) (1, 27) 
(4, 29) (0, 1) (1, 28) 
(4, 29) (0, 1) (1, 29) 
(4, 29) (0, 1) (1, 30) 
(4, 29) (0, 1) (0, 24) 
(4, 29) (0, 1) (0, 25) 
(4, 29) (0, 1) (0, 26) 
(4, 29) (0, 1) (0, 27) 
(4, 29) (0, 1) (0, 28) 
(4, 29) (0, 1) (0, 29) 
(4, 29) (0, 1) (0, 30) 
(4, 30) (0, 1) (8, 30) 
(4, 30) (0, 1) (7, 28) 
(4, 30) (0, 1) (7, 29) 
(4, 30) (0, 1) (7, 30) 
(4, 30) (0, 1) (6, 25) 
(4, 30) (0, 1) (6, 26) 
(4, 30) (0, 1) (6, 27) 
(4, 30) (0, 1) (6, 28) 
(4, 30) (0, 1) (6, 29) 
(4, 30) (0, 1) (6, 30) 
(4, 30) (0, 1) (5, 25) 
(4, 30) (0, 1) (5, 26) 
(4, 30) (0, 1) (5, 27) 
(4, 30) (0, 1) (5, 28) 
(4, 30) (0, 1) (5, 29) 
(4, 30) (0, 1) (5, 30) 
(4, 30) (0, 1) (4, 25) 
(4, 30) (0, 1) (4, 26) 
(4, 30) (0, 1) (4, 27) 
(4, 30) (0, 1) (4, 28) 
(4, 30) (0, 1) (4, 29) 
(4, 30) (0, 1) (4, 30) 
(4, 30) (0, 1) (3, 24) 
(4, 30) (0, 1) (3, 25) 
(4, 30) (0, 1) (3, 26) 
(4, 30) (0, 1) (3, 27) 
(4, 30) (0, 1) (3, 28) 
(4, 30) (0, 1) (3, 29) 
(4, 30) (0, 1) (3, 30) 
(4, 30) (0, 1) (2, 24) 
(4, 30) (0, 1) (2, 25) 
(4, 30) (0, 1) (2, 26) 
(4, 30) (0, 1) (2, 27) 
(4, 30) (0, 1) (2, 28) 
(4, 30) (0, 1) (2, 29) 
(4, 30) (0, 1) (2, 30) 
(4, 30) (0, 1) (1, 24) 
(4, 30) (0, 1) (1, 25) 
(4, 30) (0, 1) (1, 26) 
(4, 30) (0, 1) (1, 27) 
(4, 30) (0, 1) (1, 28) 
(4, 30) (0, 1) (1, 29) 
(4, 30) (0, 1) (1, 30) 
(4, 30) (0, 1) (0, 24) 
(4, 30) (0, 1) (0, 25) 
(4, 30) (0, 1) (0, 26) 
(4, 30) (0, 1) (0, 27) 
(4, 30) (0, 1) (0, 28) 
(4, 30) (0, 1) (0, 29) 
(4, 30) (0, 1) (0, 30) 
(4, 31) (0, 1) (8, 29) 
(4, 31) (0, 1) (8, 30) 
(4, 31) (0, 1) (7, 27) 
(4, 31) (0, 1) (7, 28) 
(4, 31) (0, 1) (7, 29) 
(4, 31) (0, 1) (7, 30) 
(4, 31) (0, 1) (6, 25) 
(4, 31) (0, 1) (6, 26) 
(4, 31) (0, 1) (6, 27) 
(4, 31) (0, 1) (6, 28) 
(4, 31) (0, 1) (6, 29) 
(4, 31) (0, 1) (6, 30) 
(4, 31) (0, 1) (5, 25) 
(4, 31) (0, 1) (5, 26) 
(4, 31) (0, 1) (5, 27) 
(4, 31) (0, 1) (5, 28) 
(4, 31) (0, 1) (5, 29) 
(4, 31) (0, 1) (5, 30) 
(4, 31) (0, 1) (4, 25) 
(4, 31) (0, 1) (4, 26) 
(4, 31) (0, 1) (4, 27) 
(4, 31) (0, 1) (4, 28) 
(4, 31) (0, 1) (4, 29) 
(4, 31) (0, 1) (4, 30) 
(4, 31) (0, 1) (3, 24) 
(4, 31) (0, 1) (3, 25) 
(4, 31) (0, 1) (3, 26) 
(4, 31) (0, 1) (3, 27) 
(4, 31) (0, 1) (3, 28) 
(4, 31) (0, 1) (3, 29) 
(4, 31) (0, 1) (3, 30) 
(4, 31) (0, 1) (2, 24) 
(4, 31) (0, 1) (2, 25) 
(4, 31) (0, 1) (2, 26) 
(4, 31) (0, 1) (2, 27) 
(4, 31) (0, 1) (2, 28) 
(4, 31) (0, 1) (2, 29) 
(4, 31) (0, 1) (2, 30) 
(4, 31) (0, 1) (1, 24) 
(4, 31) (0, 1) (1, 25) 
(4, 31) (0, 1) (1, 26) 
(4, 31) (0, 1) (1, 27) 
(4, 31) (0, 1) (1, 28) 
(4, 31) (0, 1) (1, 29) 
(4, 31) (0, 1) (1, 30) 
(4, 31) (0, 1) (0, 23) 
(4, 31) (0, 1) (0, 24) 
(4, 31) (0, 1) (0, 25) 
(4, 31) (0, 1) (0, 26) 
(4, 31) (0, 1) (0, 27) 
(4, 31) (0, 1) (0, 28) 
(4, 31) (0, 1) (0, 29) 
(4, 31) (0, 1) (0, 30) 
(4, 32) (0, 1) (8, 28) 
(4, 32) (0, 1) (8, 29) 
(4, 32) (0, 1) (8, 30) 
(4, 32) (0, 1) (7, 26) 
(4, 32) (0, 1) (7, 27) 
(4, 32) (0, 1) (7, 28) 
(4, 32) (0, 1) (7, 29) 
(4, 32) (0, 1) (7, 30) 
(4, 32) (0, 1) (6, 25) 
(4, 32) (0, 1) (6, 26) 
(4, 32) (0, 1) (6, 27) 
(4, 32) (0, 1) (6, 28) 
(4, 32) (0, 1) (6, 29) 
(4, 32) (0, 1) (6, 30) 
(4, 32) (0, 1) (5, 25) 
(4, 32) (0, 1) (5, 26) 
(4, 32) (0, 1) (5, 27) 
(4, 32) (0, 1) (5, 28) 
(4, 32) (0, 1) (5, 29) 
(4, 32) (0, 1) (5, 30) 
(4, 32) (0, 1) (4, 24) 
(4, 32) (0, 1) (4, 25) 
(4, 32) (0, 1) (4, 26) 
(4, 32) (0, 1) (4, 27) 
(4, 32) (0, 1) (4, 28) 
(4, 32) (0, 1) (4, 29) 
(4, 32) (0, 1) (4, 30) 
(4, 32) (0, 1) (3, 24) 
(4, 32) (0, 1) (3, 25) 
(4, 32) (0, 1) (3, 26) 
(4, 32) (0, 1) (3, 27) 
(4, 32) (0, 1) (3, 28) 
(4, 32) (0, 1) (3, 29) 
(4, 32) (0, 1) (3, 30) 
(4, 32) (0, 1) (2, 24) 
(4, 32) (0, 1) (2, 25) 
(4, 32) (0, 1) (2, 26) 
(4, 32) (0, 1) (2, 27) 
(4, 32) (0, 1) (2, 28) 
(4, 32) (0, 1) (2, 29) 
(4, 32) (0, 1) (2, 30) 
(4, 32) (0, 1) (1, 24) 
(4, 32) (0, 1) (1, 25) 
(4, 32) (0, 1) (1, 26) 
(4, 32) (0, 1) (1, 27) 
(4, 32) (0, 1) (1, 28) 
(4, 32) (0, 1) (1, 29) 
(4, 32) (0, 1) (1, 30) 
(4, 32) (0, 1) (0, 23) 
(4, 32) (0, 1) (0, 24) 
(4, 32) (0, 1) (0, 25) 
(4, 32) (0, 1) (0, 26) 
(4, 32) (0, 1) (0, 27) 
(4, 32) (0, 1) (0, 28) 
(4, 32) (0, 1) (0, 29) 
(4, 32) (0, 1) (0, 30) 
(4, 33) (0, 1) (9, 30) 
(4, 33) (0, 1) (8, 28) 
(4, 33) (0, 1) (8, 29) 
(4, 33) (0, 1) (8, 30) 
(4, 33) (0, 1) (7, 26) 
(4, 33) (0, 1) (7, 27) 
(4, 33) (0, 1) (7, 28) 
(4, 33) (0, 1) (7, 29) 
(4, 33) (0, 1) (7, 30) 
(4, 33) (0, 1) (6, 25) 
(4, 33) (0, 1) (6, 26) 
(4, 33) (0, 1) (6, 27) 
(4, 33) (0, 1) (6, 28) 
(4, 33) (0, 1) (6, 29) 
(4, 33) (0, 1) (6, 30) 
(4, 33) (0, 1) (5, 24) 
(4, 33) (0, 1) (5, 25) 
(4, 33) (0, 1) (5, 26) 
(4, 33) (0, 1) (5, 27) 
(4, 33) (0, 1) (5, 28) 
(4, 33) (0, 1) (5, 29) 
(4, 33) (0, 1) (5, 30) 
(4, 33) (0, 1) (4, 24) 
(4, 33) (0, 1) (4, 25) 
(4, 33) (0, 1) (4, 26) 
(4, 33) (0, 1) (4, 27) 
(4, 33) (0, 1) (4, 28) 
(4, 33) (0, 1) (4, 29) 
(4, 33) (0, 1) (4, 30) 
(4, 33) (0, 1) (3, 24) 
(4, 33) (0, 1) (3, 25) 
(4, 33) (0, 1) (3, 26) 
(4, 33) (0, 1) (3, 27) 
(4, 33) (0, 1) (3, 28) 
(4, 33) (0, 1) (3, 29) 
(4, 33) (0, 1) (3, 30) 
(4, 33) (0, 1) (2, 24) 
(4, 33) (0, 1) (2, 25) 
(4, 33) (0, 1) (2, 26) 
(4, 33) (0, 1) (2, 27) 
(4, 33) (0, 1) (2, 28) 
(4, 33) (0, 1) (2, 29) 
(4, 33) (0, 1) (2, 30) 
(4, 33) (0, 1) (1, 23) 
(4, 33) (0, 1) (1, 24) 
(4, 33) (0, 1) (1, 25) 
(4, 33) (0, 1) (1, 26) 
(4, 33) (0, 1) (1, 27) 
(4, 33) (0, 1) (1, 28) 
(4, 33) (0, 1) (1, 29) 
(4, 33) (0, 1) (1, 30) 
(4, 33) (0, 1) (0, 23) 
(4, 33) (0, 1) (0, 24) 
(4, 33) (0, 1) (0, 25) 
(4, 33) (0, 1) (0, 26) 
(4, 33) (0, 1) (0, 27) 
(4, 33) (0, 1) (0, 28) 
(4, 33) (0, 1) (0, 29) 
(4, 33) (0, 1) (0, 30) 
(3, 23) (0, 1) (0, 30) 
(3, 24) (0, 1) (2, 30) 
(3, 24) (0, 1) (1, 30) 
(3, 24) (0, 1) (0, 28) 
(3, 24) (0, 1) (0, 29) 
(3, 24) (0, 1) (0, 30) 
(3, 25) (0, 1) (6, 30) 
(3, 25) (0, 1) (4, 29) 
(3, 25) (0, 1) (4, 30) 
(3, 25) (0, 1) (3, 28) 
(3, 25) (0, 1) (3, 29) 
(3, 25) (0, 1) (3, 30) 
(3, 25) (0, 1) (2, 27) 
(3, 25) (0, 1) (2, 28) 
(3, 25) (0, 1) (2, 29) 
(3, 25) (0, 1) (2, 30) 
(3, 25) (0, 1) (1, 26) 
(3, 25) (0, 1) (1, 27) 
(3, 25) (0, 1) (1, 28) 
(3, 25) (0, 1) (1, 29) 
(3, 25) (0, 1) (1, 30) 
(3, 25) (0, 1) (0, 26) 
(3, 25) (0, 1) (0, 27) 
(3, 25) (0, 1) (0, 28) 
(3, 25) (0, 1) (0, 29) 
(3, 25) (0, 1) (0, 30) 
(3, 26) (0, 1) (6, 28) 
(3, 26) (0, 1) (6, 29) 
(3, 26) (0, 1) (6, 30) 
(3, 26) (0, 1) (4, 27) 
(3, 26) (0, 1) (4, 28) 
(3, 26) (0, 1) (4, 29) 
(3, 26) (0, 1) (4, 30) 
(3, 26) (0, 1) (3, 26) 
(3, 26) (0, 1) (3, 27) 
(3, 26) (0, 1) (3, 28) 
(3, 26) (0, 1) (3, 29) 
(3, 26) (0, 1) (3, 30) 
(3, 26) (0, 1) (2, 26) 
(3, 26) (0, 1) (2, 27) 
(3, 26) (0, 1) (2, 28) 
(3, 26) (0, 1) (2, 29) 
(3, 26) (0, 1) (2, 30) 
(3, 26) (0, 1) (1, 26) 
(3, 26) (0, 1) (1, 27) 
(3, 26) (0, 1) (1, 28) 
(3, 26) (0, 1) (1, 29) 
(3, 26) (0, 1) (1, 30) 
(3, 26) (0, 1) (0, 25) 
(3, 26) (0, 1) (0, 26) 
(3, 26) (0, 1) (0, 27) 
(3, 26) (0, 1) (0, 28) 
(3, 26) (0, 1) (0, 29) 
(3, 26) (0, 1) (0, 30) 
(3, 27) (0, 1) (7, 30) 
(3, 27) (0, 1) (6, 26) 
(3, 27) (0, 1) (6, 27) 
(3, 27) (0, 1) (6, 28) 
(3, 27) (0, 1) (6, 29) 
(3, 27) (0, 1) (6, 30) 
(3, 27) (0, 1) (4, 26) 
(3, 27) (0, 1) (4, 27) 
(3, 27) (0, 1) (4, 28) 
(3, 27) (0, 1) (4, 29) 
(3, 27) (0, 1) (4, 30) 
(3, 27) (0, 1) (3, 25) 
(3, 27) (0, 1) (3, 26) 
(3, 27) (0, 1) (3, 27) 
(3, 27) (0, 1) (3, 28) 
(3, 27) (0, 1) (3, 29) 
(3, 27) (0, 1) (3, 30) 
(3, 27) (0, 1) (2, 25) 
(3, 27) (0, 1) (2, 26) 
(3, 27) (0, 1) (2, 27) 
(3, 27) (0, 1) (2, 28) 
(3, 27) (0, 1) (2, 29) 
(3, 27) (0, 1) (2, 30) 
(3, 27) (0, 1) (1, 25) 
(3, 27) (0, 1) (1, 26) 
(3, 27) (0, 1) (1, 27) 
(3, 27) (0, 1) (1, 28) 
(3, 27) (0, 1) (1, 29) 
(3, 27) (0, 1) (1, 30) 
(3, 27) (0, 1) (0, 24) 
(3, 27) (0, 1) (0, 25) 
(3, 27) (0, 1) (0, 26) 
(3, 27) (0, 1) (0, 27) 
(3, 27) (0, 1) (0, 28) 
(3, 27) (0, 1) (0, 29) 
(3, 27) (0, 1) (0, 30) 
(3, 28) (0, 1) (7, 29) 
(3, 28) (0, 1) (7, 30) 
(3, 28) (0, 1) (6, 26) 
(3, 28) (0, 1) (6, 27) 
(3, 28) (0, 1) (6, 28) 
(3, 28) (0, 1) (6, 29) 
(3, 28) (0, 1) (6, 30) 
(3, 28) (0, 1) (5, 26) 
(3, 28) (0, 1) (5, 27) 
(3, 28) (0, 1) (5, 28) 
(3, 28) (0, 1) (5, 29) 
(3, 28) (0, 1) (5, 30) 
(3, 28) (0, 1) (4, 25) 
(3, 28) (0, 1) (4, 26) 
(3, 28) (0, 1) (4, 27) 
(3, 28) (0, 1) (4, 28) 
(3, 28) (0, 1) (4, 29) 
(3, 28) (0, 1) (4, 30) 
(3, 28) (0, 1) (3, 25) 
(3, 28) (0, 1) (3, 26) 
(3, 28) (0, 1) (3, 27) 
(3, 28) (0, 1) (3, 28) 
(3, 28) (0, 1) (3, 29) 
(3, 28) (0, 1) (3, 30) 
(3, 28) (0, 1) (2, 25) 
(3, 28) (0, 1) (2, 26) 
(3, 28) (0, 1) (2, 27) 
(3, 28) (0, 1) (2, 28) 
(3, 28) (0, 1) (2, 29) 
(3, 28) (0, 1) (2, 30) 
(3, 28) (0, 1) (1, 24) 
(3, 28) (0, 1) (1, 25) 
(3, 28) (0, 1) (1, 26) 
(3, 28) (0, 1) (1, 27) 
(3, 28) (0, 1) (1, 28) 
(3, 28) (0, 1) (1, 29) 
(3, 28) (0, 1) (1, 30) 
(3, 28) (0, 1) (0, 24) 
(3, 28) (0, 1) (0, 25) 
(3, 28) (0, 1) (0, 26) 
(3, 28) (0, 1) (0, 27) 
(3, 28) (0, 1) (0, 28) 
(3, 28) (0, 1) (0, 29) 
(3, 28) (0, 1) (0, 30) 
(3, 29) (0, 1) (8, 30) 
(3, 29) (0, 1) (7, 28) 
(3, 29) (0, 1) (7, 29) 
(3, 29) (0, 1) (7, 30) 
(3, 29) (0, 1) (6, 25) 
(3, 29) (0, 1) (6, 26) 
(3, 29) (0, 1) (6, 27) 
(3, 29) (0, 1) (6, 28) 
(3, 29) (0, 1) (6, 29) 
(3, 29) (0, 1) (6, 30) 
(3, 29) (0, 1) (5, 25) 
(3, 29) (0, 1) (5, 26) 
(3, 29) (0, 1) (5, 27) 
(3, 29) (0, 1) (5, 28) 
(3, 29) (0, 1) (5, 29) 
(3, 29) (0, 1) (5, 30) 
(3, 29) (0, 1) (4, 25) 
(3, 29) (0, 1) (4, 26) 
(3, 29) (0, 1) (4, 27) 
(3, 29) (0, 1) (4, 28) 
(3, 29) (0, 1) (4, 29) 
(3, 29) (0, 1) (4, 30) 
(3, 29) (0, 1) (3, 24) 
(3, 29) (0, 1) (3, 25) 
(3, 29) (0, 1) (3, 26) 
(3, 29) (0, 1) (3, 27) 
(3, 29) (0, 1) (3, 28) 
(3, 29) (0, 1) (3, 29) 
(3, 29) (0, 1) (3, 30) 
(3, 29) (0, 1) (2, 24) 
(3, 29) (0, 1) (2, 25) 
(3, 29) (0, 1) (2, 26) 
(3, 29) (0, 1) (2, 27) 
(3, 29) (0, 1) (2, 28) 
(3, 29) (0, 1) (2, 29) 
(3, 29) (0, 1) (2, 30) 
(3, 29) (0, 1) (1, 24) 
(3, 29) (0, 1) (1, 25) 
(3, 29) (0, 1) (1, 26) 
(3, 29) (0, 1) (1, 27) 
(3, 29) (0, 1) (1, 28) 
(3, 29) (0, 1) (1, 29) 
(3, 29) (0, 1) (1, 30) 
(3, 29) (0, 1) (0, 24) 
(3, 29) (0, 1) (0, 25) 
(3, 29) (0, 1) (0, 26) 
(3, 29) (0, 1) (0, 27) 
(3, 29) (0, 1) (0, 28) 
(3, 29) (0, 1) (0, 29) 
(3, 29) (0, 1) (0, 30) 
(3, 30) (0, 1) (8, 29) 
(3, 30) (0, 1) (8, 30) 
(3, 30) (0, 1) (7, 27) 
(3, 30) (0, 1) (7, 28) 
(3, 30) (0, 1) (7, 29) 
(3, 30) (0, 1) (7, 30) 
(3, 30) (0, 1) (6, 25) 
(3, 30) (0, 1) (6, 26) 
(3, 30) (0, 1) (6, 27) 
(3, 30) (0, 1) (6, 28) 
(3, 30) (0, 1) (6, 29) 
(3, 30) (0, 1) (6, 30) 
(3, 30) (0, 1) (5, 25) 
(3, 30) (0, 1) (5, 26) 
(3, 30) (0, 1) (5, 27) 
(3, 30) (0, 1) (5, 28) 
(3, 30) (0, 1) (5, 29) 
(3, 30) (0, 1) (5, 30) 
(3, 30) (0, 1) (4, 25) 
(3, 30) (0, 1) (4, 26) 
(3, 30) (0, 1) (4, 27) 
(3, 30) (0, 1) (4, 28) 
(3, 30) (0, 1) (4, 29) 
(3, 30) (0, 1) (4, 30) 
(3, 30) (0, 1) (3, 24) 
(3, 30) (0, 1) (3, 25) 
(3, 30) (0, 1) (3, 26) 
(3, 30) (0, 1) (3, 27) 
(3, 30) (0, 1) (3, 28) 
(3, 30) (0, 1) (3, 29) 
(3, 30) (0, 1) (3, 30) 
(3, 30) (0, 1) (2, 24) 
(3, 30) (0, 1) (2, 25) 
(3, 30) (0, 1) (2, 26) 
(3, 30) (0, 1) (2, 27) 
(3, 30) (0, 1) (2, 28) 
(3, 30) (0, 1) (2, 29) 
(3, 30) (0, 1) (2, 30) 
(3, 30) (0, 1) (1, 24) 
(3, 30) (0, 1) (1, 25) 
(3, 30) (0, 1) (1, 26) 
(3, 30) (0, 1) (1, 27) 
(3, 30) (0, 1) (1, 28) 
(3, 30) (0, 1) (1, 29) 
(3, 30) (0, 1) (1, 30) 
(3, 30) (0, 1) (0, 23) 
(3, 30) (0, 1) (0, 24) 
(3, 30) (0, 1) (0, 25) 
(3, 30) (0, 1) (0, 26) 
(3, 30) (0, 1) (0, 27) 
(3, 30) (0, 1) (0, 28) 
(3, 30) (0, 1) (0, 29) 
(3, 30) (0, 1) (0, 30) 
(3, 31) (0, 1) (8, 28) 
(3, 31) (0, 1) (8, 29) 
(3, 31) (0, 1) (8, 30) 
(3, 31) (0, 1) (7, 26) 
(3, 31) (0, 1) (7, 27) 
(3, 31) (0, 1) (7, 28) 
(3, 31) (0, 1) (7, 29) 
(3, 31) (0, 1) (7, 30) 
(3, 31) (0, 1) (6, 25) 
(3, 31) (0, 1) (6, 26) 
(3, 31) (0, 1) (6, 27) 
(3, 31) (0, 1) (6, 28) 
(3, 31) (0, 1) (6, 29) 
(3, 31) (0, 1) (6, 30) 
(3, 31) (0, 1) (5, 25) 
(3, 31) (0, 1) (5, 26) 
(3, 31) (0, 1) (5, 27) 
(3, 31) (0, 1) (5, 28) 
(3, 31) (0, 1) (5, 29) 
(3, 31) (0, 1) (5, 30) 
(3, 31) (0, 1) (4, 24) 
(3, 31) (0, 1) (4, 25) 
(3, 31) (0, 1) (4, 26) 
(3, 31) (0, 1) (4, 27) 
(3, 31) (0, 1) (4, 28) 
(3, 31) (0, 1) (4, 29) 
(3, 31) (0, 1) (4, 30) 
(3, 31) (0, 1) (3, 24) 
(3, 31) (0, 1) (3, 25) 
(3, 31) (0, 1) (3, 26) 
(3, 31) (0, 1) (3, 27) 
(3, 31) (0, 1) (3, 28) 
(3, 31) (0, 1) (3, 29) 
(3, 31) (0, 1) (3, 30) 
(3, 31) (0, 1) (2, 24) 
(3, 31) (0, 1) (2, 25) 
(3, 31) (0, 1) (2, 26) 
(3, 31) (0, 1) (2, 27) 
(3, 31) (0, 1) (2, 28) 
(3, 31) (0, 1) (2, 29) 
(3, 31) (0, 1) (2, 30) 
(3, 31) (0, 1) (1, 24) 
(3, 31) (0, 1) (1, 25) 
(3, 31) (0, 1) (1, 26) 
(3, 31) (0, 1) (1, 27) 
(3, 31) (0, 1) (1, 28) 
(3, 31) (0, 1) (1, 29) 
(3, 31) (0, 1) (1, 30) 
(3, 31) (0, 1) (0, 23) 
(3, 31) (0, 1) (0, 24) 
(3, 31) (0, 1) (0, 25) 
(3, 31) (0, 1) (0, 26) 
(3, 31) (0, 1) (0, 27) 
(3, 31) (0, 1) (0, 28) 
(3, 31) (0, 1) (0, 29) 
(3, 31) (0, 1) (0, 30) 
(3, 32) (0, 1) (9, 30) 
(3, 32) (0, 1) (8, 28) 
(3, 32) (0, 1) (8, 29) 
(3, 32) (0, 1) (8, 30) 
(3, 32) (0, 1) (7, 26) 
(3, 32) (0, 1) (7, 27) 
